Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Season,Team
2012-10-03,,Champions Lg,Group stage,Wed,Away,D,1,1,eng Manchester City,,,,,,,Pavel Královec,Match Report,,,,,0.0,,2013,Dortmund
2012-10-24,,Champions Lg,Group stage,Wed,Home,W,2,1,es Real Madrid,,,,,,,Viktor Kassai,Match Report,,,,,0.0,,2013,Dortmund
2012-11-06,,Champions Lg,Group stage,Tue,Away,D,2,2,es Real Madrid,,,,,,,Cüneyt Çakır,Match Report,,,,,0.0,,2013,Dortmund
2012-11-21,,Champions Lg,Group stage,Wed,Away,W,4,1,nl Ajax,,,,,,,Pedro Proença,Match Report,,,,,0.0,,2013,Dortmund
2012-12-04,,Champions Lg,Group stage,Tue,Home,W,1,0,eng Manchester City,,,,,,,Milorad Mažić,Match Report,,,,,0.0,,2013,Dortmund
2013-02-13,,Champions Lg,Round of 16,Wed,Away,D,2,2,ua Shakhtar,,,,,,,Howard Webb,Match Report,Leg 1 of 2,,,,0.0,,2013,Dortmund
2013-03-05,,Champions Lg,Round of 16,Tue,Home,W,3,0,ua Shakhtar,,,,,,,Damir Skomina,Match Report,Leg 2 of 2; Dortmund won,,,,0.0,,2013,Dortmund
2013-04-03,,Champions Lg,Quarter-finals,Wed,Away,D,0,0,es Málaga,,,,,,,Jonas Eriksson,Match Report,Leg 1 of 2,,,,0.0,,2013,Dortmund
2013-04-09,,Champions Lg,Quarter-finals,Tue,Home,W,3,2,es Málaga,,,,,,,Craig Thomson,Match Report,Leg 2 of 2; Dortmund won,,,,0.0,,2013,Dortmund
2013-04-24,,Champions Lg,Semi-finals,Wed,Home,W,4,1,es Real Madrid,,,,,,,Björn Kuipers,Match Report,Leg 1 of 2,,,,1.0,,2013,Dortmund
2013-04-30,,Champions Lg,Semi-finals,Tue,Away,L,0,2,es Real Madrid,,,,,,,Howard Webb,Match Report,Leg 2 of 2; Dortmund won,,,,0.0,,2013,Dortmund
2013-05-25,,Champions Lg,Final,Sat,Neutral,L,1,2,de Bayern Munich,,,,,,,Nicola Rizzoli,Match Report,,,,,1.0,,2013,Dortmund
2011-09-13,,Champions Lg,Group stage,Tue,Home,D,1,1,eng Arsenal,,,,,,,Gianluca Rocchi,Match Report,,,,,0.0,,2012,Dortmund
2011-09-28,,Champions Lg,Group stage,Wed,Away,L,0,3,fr Marseille,,,,,,,Jonas Eriksson,Match Report,,,,,0.0,,2012,Dortmund
2011-10-19,,Champions Lg,Group stage,Wed,Away,L,1,3,gr Olympiacos,,,,,,,Bas Nijhuis,Match Report,,,,,0.0,,2012,Dortmund
2011-11-01,,Champions Lg,Group stage,Tue,Home,W,1,0,gr Olympiacos,,,,,,,Vladislav Bezborodov,Match Report,,,,,0.0,,2012,Dortmund
2011-11-23,,Champions Lg,Group stage,Wed,Away,L,1,2,eng Arsenal,,,,,,,Frank de Bleeckere,Match Report,,,,,0.0,,2012,Dortmund
2011-12-06,,Champions Lg,Group stage,Tue,Home,L,2,3,fr Marseille,,,,,,,Howard Webb,Match Report,,,,,1.0,,2012,Dortmund
2011-08-17,,Champions Lg,Play-off round,Wed,Home,W,2,0,ch Zürich,,,,,,,Aleksei Nikolaev,Match Report,Leg 1 of 2,,,,0.0,,2012,Bayern Munich
2011-08-23,,Champions Lg,Play-off round,Tue,Away,W,1,0,ch Zürich,,,,,,,Laurent Duhamel,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2012,Bayern Munich
2011-09-14,,Champions Lg,Group stage,Wed,Away,W,2,0,es Villarreal,,,,,,,Cüneyt Çakır,Match Report,,,,,0.0,,2012,Bayern Munich
2011-09-27,,Champions Lg,Group stage,Tue,Home,W,2,0,eng Manchester City,,,,,,,Viktor Kassai,Match Report,,,,,0.0,,2012,Bayern Munich
2011-10-18,,Champions Lg,Group stage,Tue,Away,D,1,1,it Napoli,,,,,,,Olegário Benquerença,Match Report,,,,,0.0,,2012,Bayern Munich
2011-11-02,,Champions Lg,Group stage,Wed,Home,W,3,2,it Napoli,,,,,,,Björn Kuipers,Match Report,,,,,0.0,,2012,Bayern Munich
2011-11-22,,Champions Lg,Group stage,Tue,Home,W,3,1,es Villarreal,,,,,,,Markus Strömbergsson,Match Report,,,,,0.0,,2012,Bayern Munich
2011-12-07,,Champions Lg,Group stage,Wed,Away,L,0,2,eng Manchester City,,,,,,,Stéphane Lannoy,Match Report,,,,,0.0,,2012,Bayern Munich
2012-02-22,,Champions Lg,Round of 16,Wed,Away,L,0,1,ch Basel,,,,,,,Nicola Rizzoli,Match Report,Leg 1 of 2,,,,0.0,,2012,Bayern Munich
2012-03-13,,Champions Lg,Round of 16,Tue,Home,W,7,0,ch Basel,,,,,,,Mark Clattenburg,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2012,Bayern Munich
2012-03-28,,Champions Lg,Quarter-finals,Wed,Away,W,2,0,fr Marseille,,,,,,,Velasco Carballo,Match Report,Leg 1 of 2,,,,0.0,,2012,Bayern Munich
2012-04-03,,Champions Lg,Quarter-finals,Tue,Home,W,2,0,fr Marseille,,,,,,,Svein Oddvar Moen,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2012,Bayern Munich
2012-04-17,,Champions Lg,Semi-finals,Tue,Home,W,2,1,es Real Madrid,,,,,,,Howard Webb,Match Report,Leg 1 of 2,,,,0.0,,2012,Bayern Munich
2012-04-25,,Champions Lg,Semi-finals,Wed,Away,L,1 (3),2 (1),es Real Madrid,,,,,,,Viktor Kassai,Match Report,Leg 2 of 2; Bayern Munich won; Bayern Munich won on penalty kicks following extra time,,,,1.0,,2012,Bayern Munich
2012-05-19,,Champions Lg,Final,Sat,Neutral,D,1 (3),1 (4),eng Chelsea,,,,,,,Pedro Proença,Match Report,Chelsea won on penalty kicks following extra time,,,,0.0,,2012,Bayern Munich
2010-09-15,,Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,,,,,,,Stéphane Lannoy,Match Report,,,,,0.0,,2011,Bayern Munich
2010-09-28,,Champions Lg,Group stage,Tue,Away,W,2,1,ch Basel,,,,,,,Craig Thomson,Match Report,,,,,1.0,,2011,Bayern Munich
2010-10-19,,Champions Lg,Group stage,Tue,Home,W,3,2,ro CFR Cluj,,,,,,,Martin Atkinson,Match Report,,,,,0.0,,2011,Bayern Munich
2010-11-03,,Champions Lg,Group stage,Wed,Away,W,4,0,ro CFR Cluj,,,,,,,Serge Gumienny,Match Report,,,,,0.0,,2011,Bayern Munich
2010-11-23,,Champions Lg,Group stage,Tue,Away,L,2,3,it Roma,,,,,,,Undiano Mallenco,Match Report,,,,,0.0,,2011,Bayern Munich
2010-12-08,,Champions Lg,Group stage,Wed,Home,W,3,0,ch Basel,,,,,,,Martin Hansson,Match Report,,,,,0.0,,2011,Bayern Munich
2011-02-23,,Champions Lg,Round of 16,Wed,Away,W,1,0,it Inter,,,,,,,Viktor Kassai,Match Report,Leg 1 of 2,,,,0.0,,2011,Bayern Munich
2011-03-15,,Champions Lg,Round of 16,Tue,Home,L,2,3,it Inter,,,,,,,Pedro Proença,Match Report,Leg 2 of 2; Inter won,,,,0.0,,2011,Bayern Munich
2009-09-15,,Champions Lg,Group stage,Tue,Away,W,3,0,il Maccabi Haifa,,,,,,,Damir Skomina,Match Report,,,,,0.0,,2010,Bayern Munich
2009-09-30,,Champions Lg,Group stage,Wed,Home,D,0,0,it Juventus,,,,,,,Howard Webb,Match Report,,,,,0.0,,2010,Bayern Munich
2009-10-21,,Champions Lg,Group stage,Wed,Away,L,1,2,fr Bordeaux,,,,,,,Terje Hauge,Match Report,,,,,0.0,,2010,Bayern Munich
2009-11-03,,Champions Lg,Group stage,Tue,Home,L,0,2,fr Bordeaux,,,,,,,Pedro Proença,Match Report,,,,,0.0,,2010,Bayern Munich
2009-11-25,,Champions Lg,Group stage,Wed,Home,W,1,0,il Maccabi Haifa,,,,,,,Craig Thomson,Match Report,,,,,0.0,,2010,Bayern Munich
2009-12-08,,Champions Lg,Group stage,Tue,Away,W,4,1,it Juventus,,,,,,,Massimo Busacca,Match Report,,,,,1.0,,2010,Bayern Munich
2010-02-17,,Champions Lg,Round of 16,Wed,Home,W,2,1,it Fiorentina,,,,,,,Tom Henning Øvrebø,Match Report,Leg 1 of 2,,,,1.0,,2010,Bayern Munich
2010-03-09,,Champions Lg,Round of 16,Tue,Away,L,2,3,it Fiorentina,,,,,,,Undiano Mallenco,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2010,Bayern Munich
2010-03-30,,Champions Lg,Quarter-finals,Tue,Home,W,2,1,eng Manchester Utd,,,,,,,Frank de Bleeckere,Match Report,Leg 1 of 2,,,,0.0,,2010,Bayern Munich
2010-04-07,,Champions Lg,Quarter-finals,Wed,Away,L,2,3,eng Manchester Utd,,,,,,,Nicola Rizzoli,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2010,Bayern Munich
2010-04-21,,Champions Lg,Semi-finals,Wed,Home,W,1,0,fr Lyon,,,,,,,Roberto Rosetti,Match Report,Leg 1 of 2,,,,0.0,,2010,Bayern Munich
2010-04-27,,Champions Lg,Semi-finals,Tue,Away,W,3,0,fr Lyon,,,,,,,Massimo Busacca,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2010,Bayern Munich
2010-05-22,,Champions Lg,Final,Sat,Neutral,L,0,2,it Inter,,,,,,,Howard Webb,Match Report,,,,,0.0,,2010,Bayern Munich
2008-09-17,,Champions Lg,Group stage,Wed,Away,W,1,0,ro Steaua,,,,,,,Claus Bo Larsen,Match Report,,,,,0.0,,2009,Bayern Munich
2008-09-30,,Champions Lg,Group stage,Tue,Home,D,1,1,fr Lyon,,,,,,,Kyros Vassaras,Match Report,,,,,0.0,,2009,Bayern Munich
2008-10-21,,Champions Lg,Group stage,Tue,Home,W,3,0,it Fiorentina,,,,,,,Olegário Benquerença,Match Report,,,,,0.0,,2009,Bayern Munich
2008-11-05,,Champions Lg,Group stage,Wed,Away,D,1,1,it Fiorentina,,,,,,,Undiano Mallenco,Match Report,,,,,0.0,,2009,Bayern Munich
2008-11-25,,Champions Lg,Group stage,Tue,Home,W,3,0,ro Steaua,,,,,,,Eric Braamhaar,Match Report,,,,,0.0,,2009,Bayern Munich
2008-12-10,,Champions Lg,Group stage,Wed,Away,W,3,2,fr Lyon,,,,,,,Howard Webb,Match Report,,,,,0.0,,2009,Bayern Munich
2009-02-25,,Champions Lg,Round of 16,Wed,Away,W,5,0,pt Sporting CP,,,,,,,Bertrand Layec,Match Report,Leg 1 of 2,,,,1.0,,2009,Bayern Munich
2009-03-10,,Champions Lg,Round of 16,Tue,Home,W,7,1,pt Sporting CP,,,,,,,Martin Hansson,Match Report,Leg 2 of 2; Bayern Munich won,,,,1.0,,2009,Bayern Munich
2009-04-08,,Champions Lg,Quarter-finals,Wed,Away,L,0,4,es Barcelona,,,,,,,Howard Webb,Match Report,Leg 1 of 2,,,,0.0,,2009,Bayern Munich
2009-04-14,,Champions Lg,Quarter-finals,Tue,Home,D,1,1,es Barcelona,,,,,,,Roberto Rosetti,Match Report,Leg 2 of 2; Barcelona won,,,,0.0,,2009,Bayern Munich
2006-09-12,,Champions Lg,Group stage,Tue,Home,W,4,0,ru Spartak Moscow,,,,,,,Undiano Mallenco,Match Report,,,,,0.0,,2007,Bayern Munich
2006-09-27,,Champions Lg,Group stage,Wed,Away,W,2,0,it Inter,,,,,,,Stephen Bennett,Match Report,,,,,0.0,,2007,Bayern Munich
2006-10-18,,Champions Lg,Group stage,Wed,Away,W,1,0,pt Sporting CP,,,,,,,Terje Hauge,Match Report,,,,,0.0,,2007,Bayern Munich
2006-10-31,,Champions Lg,Group stage,Tue,Home,D,0,0,pt Sporting CP,,,,,,,Massimo Busacca,Match Report,,,,,0.0,,2007,Bayern Munich
2006-11-22,,Champions Lg,Group stage,Wed,Away,D,2,2,ru Spartak Moscow,,,,,,,Grzegorz Gilewski,Match Report,,,,,0.0,,2007,Bayern Munich
2006-12-05,,Champions Lg,Group stage,Tue,Home,D,1,1,it Inter,,,,,,,Medina Cantalejo,Match Report,,,,,0.0,,2007,Bayern Munich
2007-02-20,,Champions Lg,Round of 16,Tue,Away,L,2,3,es Real Madrid,,,,,,,Frank de Bleeckere,Match Report,Leg 1 of 2,,,,0.0,,2007,Bayern Munich
2007-03-07,,Champions Lg,Round of 16,Wed,Home,W,2,1,es Real Madrid,,,,,,,Ľuboš Michel,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2007,Bayern Munich
2007-04-03,,Champions Lg,Quarter-finals,Tue,Away,D,2,2,it Milan,,,,,,,Iouri Baskakov,Match Report,Leg 1 of 2,,,,0.0,,2007,Bayern Munich
2007-04-11,,Champions Lg,Quarter-finals,Wed,Home,L,0,2,it Milan,,,,,,,Mejuto González,Match Report,Leg 2 of 2; Milan won,,,,0.0,,2007,Bayern Munich
2005-09-14,,Champions Lg,Group stage,Wed,Away,W,1,0,at Rapid Wien,,,,,,,Alain Sars,Match Report,,,,,0.0,,2006,Bayern Munich
2005-09-27,,Champions Lg,Group stage,Tue,Home,W,1,0,be Club Brugge,,,,,,,Tom Henning Øvrebø,Match Report,,,,,0.0,,2006,Bayern Munich
2005-10-18,,Champions Lg,Group stage,Tue,Home,W,2,1,it Juventus,,,,,,,Kyros Vassaras,Match Report,,,,,0.0,,2006,Bayern Munich
2005-11-02,,Champions Lg,Group stage,Wed,Away,L,1,2,it Juventus,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2006,Bayern Munich
2005-11-22,,Champions Lg,Group stage,Tue,Home,W,4,0,at Rapid Wien,,,,,,,Daudén Ibáñez,Match Report,,,,,0.0,,2006,Bayern Munich
2005-12-07,,Champions Lg,Group stage,Wed,Away,D,1,1,be Club Brugge,,,,,,,Laurent Duhamel,Match Report,,,,,0.0,,2006,Bayern Munich
2006-02-21,,Champions Lg,Round of 16,Tue,Home,D,1,1,it Milan,,,,,,,Frank de Bleeckere,Match Report,Leg 1 of 2,,,,0.0,,2006,Bayern Munich
2006-03-08,,Champions Lg,Round of 16,Wed,Away,L,1,4,it Milan,,,,,,,Valentin Ivanov,Match Report,Leg 2 of 2; Milan won,,,,0.0,,2006,Bayern Munich
2004-09-15,,Champions Lg,Group stage,Wed,Away,W,1,0,il Maccabi Tel Aviv,,,,,,,Stephen Bennett,Match Report,,,,,1.0,,2005,Bayern Munich
2004-09-28,,Champions Lg,Group stage,Tue,Home,W,4,0,nl Ajax,,,,,,,Alain Sars,Match Report,,,,,1.0,,2005,Bayern Munich
2004-10-19,,Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,,,,,,,Mejuto González,Match Report,,,,,0.0,,2005,Bayern Munich
2004-11-03,,Champions Lg,Group stage,Wed,Home,L,0,1,it Juventus,,,,,,,Graham Poll,Match Report,,,,,0.0,,2005,Bayern Munich
2004-11-23,,Champions Lg,Group stage,Tue,Home,W,5,1,il Maccabi Tel Aviv,,,,,,,Medina Cantalejo,Match Report,,,,,0.0,,2005,Bayern Munich
2004-12-08,,Champions Lg,Group stage,Wed,Away,D,2,2,nl Ajax,,,,,,,Lucílio Batista,Match Report,,,,,0.0,,2005,Bayern Munich
2005-02-22,,Champions Lg,Round of 16,Tue,Home,W,3,1,eng Arsenal,,,,,,,Kim Milton Nielsen,Match Report,Leg 1 of 2,,,,0.0,,2005,Bayern Munich
2005-03-09,,Champions Lg,Round of 16,Wed,Away,L,0,1,eng Arsenal,,,,,,,Massimo De Santis,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2005,Bayern Munich
2005-04-06,,Champions Lg,Quarter-finals,Wed,Away,L,2,4,eng Chelsea,,,,,,,René Temmink,Match Report,Leg 1 of 2,,,,1.0,,2005,Bayern Munich
2005-04-12,,Champions Lg,Quarter-finals,Tue,Home,W,3,2,eng Chelsea,,,,,,,Mejuto González,Match Report,Leg 2 of 2; Chelsea won,,,,0.0,,2005,Bayern Munich
2003-09-17,,Champions Lg,Group stage,Wed,Home,W,2,1,sct Celtic,,,,,,,Massimo De Santis,Match Report,,,,,0.0,,2004,Bayern Munich
2003-09-30,,Champions Lg,Group stage,Tue,Away,D,1,1,be Anderlecht,,,,,,,Medina Cantalejo,Match Report,,,,,0.0,,2004,Bayern Munich
2003-10-21,,Champions Lg,Group stage,Tue,Away,D,1,1,fr Lyon,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2004,Bayern Munich
2003-11-05,,Champions Lg,Group stage,Wed,Home,L,1,2,fr Lyon,,,,,,,Graham Barber,Match Report,,,,,0.0,,2004,Bayern Munich
2003-11-25,,Champions Lg,Group stage,Tue,Away,D,0,0,sct Celtic,,,,,,,René Temmink,Match Report,,,,,0.0,,2004,Bayern Munich
2003-12-10,,Champions Lg,Group stage,Wed,Home,W,1,0,be Anderlecht,,,,,,,Kim Milton Nielsen,Match Report,,,,,1.0,,2004,Bayern Munich
2004-02-24,,Champions Lg,Round of 16,Tue,Home,D,1,1,es Real Madrid,,,,,,,Terje Hauge,Match Report,Leg 1 of 2,,,,0.0,,2004,Bayern Munich
2004-03-10,,Champions Lg,Round of 16,Wed,Away,L,0,1,es Real Madrid,,,,,,,Urs Meier,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2004,Bayern Munich
2003-08-13,,Champions Lg,Third qualifying round,Wed,Away,L,1,2,be Club Brugge,,,,,,,Pierluigi Collina,Match Report,Leg 1 of 2,,,,0.0,,2004,Dortmund
2003-08-27,,Champions Lg,Third qualifying round,Wed,Home,W,2 (2),1 (4),be Club Brugge,,,,,,,Mike Riley,Match Report,Leg 2 of 2; Club Brugge won; Club Brugge won on penalty kicks following extra time,,,,0.0,,2004,Dortmund
2002-08-14,,Champions Lg,Third qualifying round,Wed,Away,W,3,0,rs Partizan,,,,,,,Stuart Dougal,Match Report,Leg 1 of 2,,,,0.0,,2003,Bayern Munich
2002-08-27,,Champions Lg,Third qualifying round,Tue,Home,W,3,1,rs Partizan,,,,,,,Claude Colombo,Match Report,Leg 2 of 2; Bayern Munich won,,,,1.0,,2003,Bayern Munich
2002-09-18,,Champions Lg,First group stage,Wed,Home,L,2,3,es La Coruña,,,,,,,Graham Poll,Match Report,,,,,0.0,,2003,Bayern Munich
2002-09-24,,Champions Lg,First group stage,Tue,Away,D,1,1,fr Lens,,,,,,,Lucílio Batista,Match Report,,,,,0.0,,2003,Bayern Munich
2002-10-01,,Champions Lg,First group stage,Tue,Home,L,1,2,it Milan,,,,,,,Hugh Dallas,Match Report,,,,,0.0,,2003,Bayern Munich
2002-10-23,,Champions Lg,First group stage,Wed,Away,L,1,2,it Milan,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2003,Bayern Munich
2002-10-29,,Champions Lg,First group stage,Tue,Away,L,1,2,es La Coruña,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2003,Bayern Munich
2002-11-13,,Champions Lg,First group stage,Wed,Home,D,3,3,fr Lens,,,,,,,Paul Allaerts,Match Report,,,,,0.0,,2003,Bayern Munich
2002-09-17,,Champions Lg,First group stage,Tue,Away,L,0,2,eng Arsenal,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2003,Dortmund
2002-09-25,,Champions Lg,First group stage,Wed,Home,W,2,1,fr Auxerre,,,,,,,Terje Hauge,Match Report,,,,,0.0,,2003,Dortmund
2002-10-02,,Champions Lg,First group stage,Wed,Away,W,3,1,nl PSV Eindhoven,,,,,,,Pierluigi Collina,Match Report,,,,,0.0,,2003,Dortmund
2002-10-22,,Champions Lg,First group stage,Tue,Home,D,1,1,nl PSV Eindhoven,,,,,,,Lucílio Batista,Match Report,,,,,0.0,,2003,Dortmund
2002-10-30,,Champions Lg,First group stage,Wed,Home,W,2,1,eng Arsenal,,,,,,,Mejuto González,Match Report,,,,,1.0,,2003,Dortmund
2002-11-12,,Champions Lg,First group stage,Tue,Away,L,0,1,fr Auxerre,,,,,,,Sorin Corpodean,Match Report,,,,,0.0,,2003,Dortmund
2002-11-26,,Champions Lg,Second group stage,Tue,Away,W,2,1,ru Loko Moscow,,,,,,,René Temmink,Match Report,,,,,0.0,,2003,Dortmund
2002-12-11,,Champions Lg,Second group stage,Wed,Home,L,0,1,it Milan,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2003,Dortmund
2003-02-19,,Champions Lg,Second group stage,Wed,Away,L,1,2,es Real Madrid,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2003,Dortmund
2003-02-25,,Champions Lg,Second group stage,Tue,Home,D,1,1,es Real Madrid,,,,,,,Graham Poll,Match Report,,,,,0.0,,2003,Dortmund
2003-03-12,,Champions Lg,Second group stage,Wed,Home,W,3,0,ru Loko Moscow,,,,,,,Frank de Bleeckere,Match Report,,,,,0.0,,2003,Dortmund
2003-03-18,,Champions Lg,Second group stage,Tue,Away,W,1,0,it Milan,,,,,,,Graham Barber,Match Report,,,,,0.0,,2003,Dortmund
2001-08-07,,Champions Lg,Third qualifying round,Tue,Away,W,2,0,ua Shakhtar Donetsk,,,,,,,Knud Erik Fisker,Match Report,Leg 1 of 2,,,,0.0,,2002,Dortmund
2001-08-22,,Champions Lg,Third qualifying round,Wed,Home,W,3,1,ua Shakhtar Donetsk,,,,,,,Karl-Erik Nilsson,Match Report,Leg 2 of 2; Dortmund won,,,,0.0,,2002,Dortmund
2001-09-11,,Champions Lg,First group stage,Tue,Away,D,2,2,ua Dynamo Kyiv,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2002,Dortmund
2001-09-19,,Champions Lg,First group stage,Wed,Home,D,0,0,eng Liverpool,,,,,,,Valentin Ivanov,Match Report,,,,,0.0,,2002,Dortmund
2001-09-26,,Champions Lg,First group stage,Wed,Away,L,1,2,pt Boavista,,,,,,,Rune Pedersen,Match Report,,,,,0.0,,2002,Dortmund
2001-10-16,,Champions Lg,First group stage,Tue,Home,W,2,1,pt Boavista,,,,,,,Stefano Braschi,Match Report,,,,,0.0,,2002,Dortmund
2001-10-24,,Champions Lg,First group stage,Wed,Home,W,1,0,ua Dynamo Kyiv,,,,,,,Kyros Vassaras,Match Report,,,,,0.0,,2002,Dortmund
2001-10-30,,Champions Lg,First group stage,Tue,Away,L,0,2,eng Liverpool,,,,,,,Kim Milton Nielsen,Match Report,,,,,0.0,,2002,Dortmund
2001-09-18,,Champions Lg,First group stage,Tue,Home,D,0,0,cz Sparta Prague,,,,,,,Leslie Irvine,Match Report,,,,,0.0,,2002,Bayern Munich
2001-09-25,,Champions Lg,First group stage,Tue,Away,W,3,1,ru Spartak Moscow,,,,,,,Daudén Ibáñez,Match Report,,,,,0.0,,2002,Bayern Munich
2001-10-10,,Champions Lg,First group stage,Wed,Away,D,2,2,nl Feyenoord,,,,,,,Gilles Veissière,Match Report,,,,,0.0,,2002,Bayern Munich
2001-10-17,,Champions Lg,First group stage,Wed,Home,W,5,1,ru Spartak Moscow,,,,,,,Frank de Bleeckere,Match Report,,,,,0.0,,2002,Bayern Munich
2001-10-23,,Champions Lg,First group stage,Tue,Home,W,3,1,nl Feyenoord,,,,,,,Lucílio Batista,Match Report,,,,,0.0,,2002,Bayern Munich
2001-10-31,,Champions Lg,First group stage,Wed,Away,W,1,0,cz Sparta Prague,,,,,,,Alain Hamer,Match Report,,,,,0.0,,2002,Bayern Munich
2001-11-20,,Champions Lg,Second group stage,Tue,Home,D,1,1,eng Manchester Utd,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2002,Bayern Munich
2001-12-05,,Champions Lg,Second group stage,Wed,Away,W,1,0,fr Nantes,,,,,,,Pierluigi Collina,Match Report,,,,,0.0,,2002,Bayern Munich
2002-02-20,,Champions Lg,Second group stage,Wed,Away,D,0,0,pt Boavista,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2002,Bayern Munich
2002-02-26,,Champions Lg,Second group stage,Tue,Home,W,1,0,pt Boavista,,,,,,,Terje Hauge,Match Report,,,,,0.0,,2002,Bayern Munich
2002-03-13,,Champions Lg,Second group stage,Wed,Away,D,0,0,eng Manchester Utd,,,,,,,Gilles Veissière,Match Report,,,,,0.0,,2002,Bayern Munich
2002-03-19,,Champions Lg,Second group stage,Tue,Home,W,2,1,fr Nantes,,,,,,,Knud Erik Fisker,Match Report,,,,,0.0,,2002,Bayern Munich
2002-04-02,,Champions Lg,Quarter-finals,Tue,Home,W,2,1,es Real Madrid,,,,,,,Hugh Dallas,Match Report,Leg 1 of 2,,,,0.0,,2002,Bayern Munich
2002-04-10,,Champions Lg,Quarter-finals,Wed,Away,L,0,2,es Real Madrid,,,,,,,Stefano Braschi,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2002,Bayern Munich
2000-09-13,,Champions Lg,First group stage,Wed,Away,W,3,1,se Helsingborg,,,,,,,Graham Barber,Match Report,,,,,0.0,,2001,Bayern Munich
2000-09-19,,Champions Lg,First group stage,Tue,Home,W,3,1,no Rosenborg,,,,,,,Fernández Marín,Match Report,,,,,0.0,,2001,Bayern Munich
2000-09-26,,Champions Lg,First group stage,Tue,Away,L,0,1,fr Paris S-G,,,,,,,Domenico Messina,Match Report,,,,,0.0,,2001,Bayern Munich
2000-10-18,,Champions Lg,First group stage,Wed,Home,W,2,0,fr Paris S-G,,,,,,,Vítor Melo Pereira,Match Report,,,,,0.0,,2001,Bayern Munich
2000-10-24,,Champions Lg,First group stage,Tue,Home,D,0,0,se Helsingborg,,,,,,,Kyros Vassaras,Match Report,,,,,0.0,,2001,Bayern Munich
2000-11-08,,Champions Lg,First group stage,Wed,Away,D,1,1,no Rosenborg,,,,,,,René Temmink,Match Report,,,,,0.0,,2001,Bayern Munich
2000-11-22,,Champions Lg,Second group stage,Wed,Home,W,1,0,fr Lyon,,,,,,,García Aranda,Match Report,,,,,0.0,,2001,Bayern Munich
2000-12-05,,Champions Lg,Second group stage,Tue,Away,D,2,2,eng Arsenal,,,,,,,Stefano Braschi,Match Report,,,,,0.0,,2001,Bayern Munich
2001-02-13,,Champions Lg,Second group stage,Tue,Home,W,1,0,ru Spartak Moscow,,,,,,,Knud Erik Fisker,Match Report,,,,,0.0,,2001,Bayern Munich
2001-02-21,,Champions Lg,Second group stage,Wed,Away,W,3,0,ru Spartak Moscow,,,,,,,López Nieto,Match Report,,,,,1.0,,2001,Bayern Munich
2001-03-06,,Champions Lg,Second group stage,Tue,Away,L,0,3,fr Lyon,,,,,,,Dick Jol,Match Report,,,,,0.0,,2001,Bayern Munich
2001-03-14,,Champions Lg,Second group stage,Wed,Home,W,1,0,eng Arsenal,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2001,Bayern Munich
2001-04-03,,Champions Lg,Quarter-finals,Tue,Away,W,1,0,eng Manchester Utd,,,,,,,López Nieto,Match Report,Leg 1 of 2,,,,0.0,,2001,Bayern Munich
2001-04-18,,Champions Lg,Quarter-finals,Wed,Home,W,2,1,eng Manchester Utd,,,,,,,Vítor Melo Pereira,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2001,Bayern Munich
2001-05-01,,Champions Lg,Semi-finals,Tue,Away,W,1,0,es Real Madrid,,,,,,,Hugh Dallas,Match Report,Leg 1 of 2,,,,0.0,,2001,Bayern Munich
2001-05-09,,Champions Lg,Semi-finals,Wed,Home,W,2,1,es Real Madrid,,,,,,,Kim Milton Nielsen,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2001,Bayern Munich
2001-05-23,,Champions Lg,Final,Wed,Neutral,D,1,1,es Valencia,,,,,,,Dick Jol,Match Report,Required Extra Time,,,,1.0,,2001,Bayern Munich
